jobs,description,workhours,salary,contract_type,experience,diploma,skills,qualifications,industry,company,size,company_description,tools,ID_dep,ville,date
DATA analyste informatique (IT) / Freelance,"Tu tinvestis auprès des interlocuteurs métier et sur le terrain opérationnel afin de comprendre au mieux la problématique sur laquelle tu travailles. Tu imagines les solutions Data correspondantes en étant force de proposition et en respectant leurs contraintes et avec une bonne connaissance des analyses et outils existants.
Tu identifies les données nécessaires à ton étude, tu tassures de leur qualité et fiabilité. Tu effectues le nettoyage et la préparation préalables à lapplication des méthodes statistiques et analytiques que tu auras choisi. (NB : Tu respectes et promeut le cadre éthique de lutilisation des données à caractère personnel.)
Les missions à pourvoir sont multiples :
 Analyser les performances la Supply Avale (Dispatch, Replenishment, Stock positioning, Order Management
 Etre le point de contact avec les équipes product management
 Accompagner les équipes business et être force de proposition dans les analyses et recommandations
Tu développes et documentes tes analyses (data sourcing, hypothèses et méthodes analytiques) dans une logique Lean & Agile en respectant les standards appliqués au sein des équipes IA. Tu assures le monitoring des analyses existantes, anticipes les impacts et organises le support. 
Tu rends compte directement au product owner et au sponsor du projet à travers des interfaces simples et user friendly. Tu accompagnes dans lusage de celles-ci et dans lapplication opérationnelle de tes études.
Environnement et compétences recherchées 
 Une première expérience en Supply
 Forte expérience en préparation de données (SQL et Python)
 Forte expérience en Méthodes Statistiques (Echantillonage / test de significativité / A/B Test / ...)
 Expérience en visualisation de données (Tableau)
 Anglais courant
 Agile Scrum",,,Profession libérale,Débutant accepté,,,,,,Suscitez l’intérêt du recruteur et donnez-lui envie de vous rencontrer.,,tableau,75,,2023/08/18
Ingénieur Data R&D  CDI ,"Trouvez votre futur job dans le digital !

parmi nos

ADventori est éditeur dune plateforme data-driven avec en son cœur une techno propriétaire de Dynamic Creative Optimization (DCO). Les solutions que nous opérons sadressent aux annonceurs afin daméliorer lefficacité de leurs dispositifs publicitaires digitaux. Notre plateforme personnalise en temps-réel le contenu des messages publicitaires en nous appuyant sur des données DMP et autres flux de données, afin de les rendre plus pertinents, et moins intrusifs.

Notre métier
Trouver, traiter, générer, absorber tout type de données pour personnaliser en temps réel le contenu de centaines de millions de messages publicitaires quotidiennement.

Notre challenge
Expertise, neutralité, pérennité et récurrence. Avec plus de 2500 campagnes, ADventori est linterlocuteur privilégié pour concrétiser avec rigueur les publicités data-driven.

Notre stack devops
 Intégration continue via Gitlab
 Déploiement continu (plusieurs mises en productions par semaine) ordonnancé par Jenkins (one-step build, test & d éploiement)
 Configuration des serveurs Debian via Puppet

Notre équipe
Nous sommes un éditeur avec une culture forte de craftmanship. Léquipe de développement est encadrée par Raphaël Lemaitre, et le produit par le fondateur, Pierre-Antoine Durgeat, tous deux experts en développement logiciel, traitement de données et devops aguerris.

Votre ambition
Avoir un haut degré dautonomie et un impact décisif dans le design de nos produits, tout en évoluant dans un contexte où le traitement dun grand volume de données et la performance sont primordiaux.
Intégrer ADventori, cest aussi rejoindre une équipe soudée, cultivant un esprit start-up entre partage, convivialité et exigence.


Mission principale  Le poste

Vous renforcerez léquipe Product & Engineering . Nous travaillons sous forme ditérations de quelques semaines sur lesquels vous serez autonome. Votre mission est de participer activement à toutes les étapes de la vie dune fonctionnalité :

 * Conception, développement et test pour ajouter de nouvelles fonctionnalités à notre produit.
 * Revoir le code de quelquun dautre. Chaque code est examiné par au moins une personne avant dêtre déployé, ce qui est un excellent moyen de récolter des feedbacks et dapprendre.
 * Déployer le code en production ! Nous poussons généralement du code en production plusieurs fois par semaine.
 * Support technique à nos utilisateurs internes


Profil recherché

Nous recherchons un développeur data. Lessentiel pour nous est votre capacité à apprendre et à transmettre.

Idéalement, vous arrivez avec les compétences techniques suivantes :

 * Java ou un langage de la JVM (Groovy, Scala, )
 * Bases de données (SQL, Cassandra)
 * Framework de traitement de données (Spark, Elastic Stack)
 * Machine Learning
 * Framework de test automatiques
 * Maîtrise de GIT

Au-delà de compétences techniques, humilité et savoir sont au cœur de nos valeurs, nous attendons de chacun de savoir recevoir la critique et la donner de façon positive et sans compétition. Nous attendons autant de bienveillance de votre part que nous en aurons pour vous.


Rémunérations et conditions

 * Rémunération : A négocier
 * Lieu : Paris 9ème, rue Saint-Lazare, à 5 minutes à pied de Saint-Lazare et dOpéra.
 * Démarrage : Dès que possible


Processus dentretien

1. Un bref entretien téléphonique avec le recruteur interne pour vous permettre den savoir plus sur la société et le poste
2. Un entretien physique suivi dun test technique afin de valider les compétences exigées.
3. Qui pourra être suivi dun dernier entretien avec les membres de votre future équipe.",,,Contrat à durée indéterminée,Débutant accepté,,,Cadre,,,Suscitez l’intérêt du recruteur et donnez-lui envie de vous rencontrer.,,"gitlab, jenkins, cassandra",75,,2023/08/18
[CDI] Chef de projet SIG Data - Bordeaux (33),"[CDI] Chef de projet SIG Data - Bordeaux (33)

Vos missions au quotidien
> Gérer des projets techniques en autonomie ;
> Assurer linterface entre nos clients et notre équipe de développement ;
> Assurer un rôle transverse dans notre organisation ;
> Participer aux réalisations techniques des solutions développées.

Technos utilisées
> ETL (FME Safe et/ou TALEND) ;
> SIG (Géoserver, Openlayers, Mapbox) ;
> Bases de données relationnelles (Postgresql/Postgis) ;

Et si cétait vous ?
> Première expérience réussie dans des projets SIG /Data
> Vous avez le sens du travail en équipe
> Vous avez lesprit dinitiative et êtes force de proposition
> Vous êtes rigoureux.se
> Vous êtes curieux.se et réalisez une veille technologique
> Vous avez des appétences en informatique (infra, développement)
> La maîtrise de langlais est un plus

Les atouts du poste
Au sein de léquipe SIG et DATA, vous piloterez des projets d'étude, de conseil et de développement doutils sur des sujets liés à la conduite de déploiement de réseaux Fttx, à lautomatisation des flux  métier  ainsi quà la mise en place des composants de traitement de données. Vous interviendrez avec des outils adaptés à ces missions, tels que les ETL, les SIG et les SGDBR.

Pourquoi nous choisir ?
DOTIC travaille depuis plus de 5 ans sur de nouvelles modélisations numériques pour les réseaux de télécommunication. Linnovation est dans notre ADN et nous lintégrons dans le développement de nos applications web.

Expert digital en infrastructures digitales, DOTIC connait une croissance important et continue (Chiffre daffaires multiplié par 5 en 3 ans) et accompagne des acteurs majeurs tels que Orange, Bouygues et Altitude Infra dans leurs projets réseaux et télécoms.

Vous hésitez encore ?

Chez DOTIC, nous accordons une grande importance à lépanouissement de nos collaborateurs et veillons à ce que chacun puisse orienter son parcours au sein de lentreprise en fonction de ses envies et capacités.

Rémunération et avantages
Rémunération en fonction du profil
Tickets restaurant
Mutuelle prise en charge à 100%
Forfait à mobilité durable
RTT
Télétravail hybride à hauteur de 2 jours par semaine

Les étapes pour nous rejoindre
1. Indiquez nous votre intérêt pour notre offre
2. Nous vous contactons pour planifier un entretien avec léquipe de développement
3. Vous rencontrez la direction et les ressources humaines
4. Bienvenue chez DOTIC !",,,Contrat à durée indéterminée,Débutant accepté,,,Cadre,,,,,"box, talend, postgresql",33,BORDEAUX,2023/08/18
E.Leclerc - CONCEPTEUR DEVELOPPEUR DATA ETL -,"DESCRIPTIF DE L'OFFRE

_LECASUD EST UN SITE LOGISTIQUE (BASÉ AU LUC EN PROVENCE (83)), CHARGÉ D'APPROVISIONNER PLUS DE 80 CENTRES E. LECLERC RÉPARTIS EN RÉGION PACA ET CORSE. _

_Dans le cadre de son développement, LECASUD recherche SON/SA FUTUR(E) CONCEPTEUR DEVELOPPEUR DATA ETL  _

Au sein de la DIRECTION DES SYSTÈMES D'INFORMATION :

 * Votre première mission sera de répondre aux besoins autour des usages de la donnée pour l'ensemble des métiers.
  * Traduire les besoins fonctionnels en analyses techniques.
  * Construire et mettre à jour les entrepôts de données et les sources de données selon l'évolution de la cartographie SI.
  * Qualifier, structurer, nettoyer et consolider les données.
  * Développer, maintenir et optimiser des requêtes SQL.
  * Concevoir, développer et déployer des visualisations, des tableaux de bord, des rapports et des alertes. 
  * Mettre à jour les documentations métiers et techniques.
  * Réaliser des extractions ponctuelles.

 * Votre deuxième mission sera de répondre aux besoins en flux de données entre l'ensemble des applicatifs SI.
  * Dans le cadre de projet d'intégration de nouveaux logiciels métiers, d'évolution des fonctionnalités de l'existant, spécifier, développer et modifier des flux de données ETL.
  * Tester, qualifier avec les métiers et déployer en production. 
  * Définir les règles de gestion et rédiger la documentation.
  * Participer aux projets d'optimisations et migrations.
  * Apporter un support dans le cadre du maintien en conditions opérationnelles, diagnostiquer et œuvrer à la résolution.

 * Respecter nos règles de sécurité, d'architecture et participer à la diffusion de la culture de l'amélioration continue au travers des données et des SI.

 


PROFIL RECHERCHÉ

POUR RÉUSSIR VOTRE MISSION, VOS MEILLEURS ATOUTS SERONT : 

 * Votre organisation et votre maîtrise des priorités et des délais.
  * Votre aptitude à analyser, anticiper, à être proactif et force de proposition.
  * Votre capacité à travailler en équipe.
  * Votre diplomatie, votre aisance relationnelle, et votre maitrise de la communication orale comme écrite
  * Votre curiosité intellectuelle, et votre goût prononcé pour la recherche de solutions innovantes.
  * Votre réactivité, votre adaptabilité et votre esprit d'initiative face aux aléas et autres dysfonctionnements
  * Votre connaissance du langage SQL et de la modélisation des données.
  * Une première expérience dans le fonctionnement d'outils de gestion d'échanges de données ETL, de leurs expositions et analyses au travers d'outils BI.
  * Votre connaissance des principes de la conception de logiciel.
  * Votre connaissance de l'anglais technique serait un plus.

CET EMPLOI EST FAIT POUR VOUS, SI VOUS :

 *
      Disposez d'une expérience de minimum 2 années en tant que concepteur développeur data, SQL, ETL, idéalement en environnement industriel, logistique, commercial, ou de distribution.

      Êtes titulaire d'un BUT Science des données (ex STID).
Ou êtes titulaire d'un Bac+4/+5 dans le domaine de la donnée.

Vous aimez les challenges, ça tombe bien, vous contribuerez au redimensionnement de nos systèmes d'informations, et accompagnerez au changement pour préparer avec nous l'avenir de notre Société !

Vous bénéficierez d'une rémunération comprise entre 30k€ et 40k€ selon votre formation et expérience.

Possibilité de télétravail

A LECASUD, la performance collective est aussi récompensée par un  accord d'intéressement pouvant représenter plus D'1 MOIS DE RÉMUNÉRATION SUPPLÉMENTAIRE PAR AN 

Vous bénéficierez de l'accompagnement et des avantages d'une grande entreprise : parcours d'intégration, mutuelle et prévoyance collective, avantages sociaux et bien plus encore !

_VOUS VOULEZ REJOINDRE UNE ENTREPRISE DYNAMIQUE ET FOISONNANTE DE PROJETS, ALORS VENEZ ÉCRIRE VOTRE HISTOIRE AVEC NOUS ! ALORS N'HÉSITEZ PLUS !!  CANDIDATEZ À LECASUD SERVICE RH._",35 H,,Contrat à durée indéterminée,Expérience souhaitée,,,,,LECASUD Services centraux,"E. LECLERC, C'EST :

Un Mouvement de 600 entrepreneurs indépendants à la tête de plus de 1 400 magasins et drives.

Le Leadeur Français de la Grande Distribution.

Un Acteur historiquement engagé dans la défense du pouvoir d'achat des Français.

LECASUD, C'EST :

L'une des 16 Centrales régionales du Mouvement E. LECLERC.

L'employeur direct et indirect de plus de 1 300 collaborateurs.

L'entreprise classée 1è...","E. LECLERC, C'EST :Un Mouvement de 600 entrepreneurs indépendants à la tête de plus de 1 400 magasins et drives.Le Leadeur Français de la Grande Distribution.Un Acteur historiquement engagé dans la défense du pouvoir d'achat des Français.LECASUD, C'EST :L'une des 16 Centrales régionales du Mouvement E. LECLERC.L'employeur direct et indirect de plus de 1 300 collaborateurs.L'entreprise classée 1è...",tableau,83,LE LUC,2023/08/18
Développeur / Développeuse Big Data,"L'équipe Talents IT s'engage à être réactive et présente pour répondre à vos demandes. Nos consultants ont pour vocation de vous accompagner dans la recherche de vos futurs experts IT, en CDI et en CDD, quel que soit votre secteur d'activité. 

        Talents IT cabinet de recrutement national spécialisé dans les
métiers de l'IT et du Digital, recrute pour un de ses clients un(e)
Intégrateur OPS H/F avec une expérience de préférence sur un poste
similaire. 

Notre client, véritable ambassadeur en matière de protection sociale
, aux valeurs fortes est basé dans le 59

Rattaché directement au pôle Data vous prenez en charge les missions
suivantes :

 * Administrez les différentes bases de données SQL Server et
PostgreSQL
 * Définissez les critères de vos périmètres pour monitorer et
anticiper les incidents
 * Définissez les procédures d'exploitation et les transmettres
aux équipes
 * Intervenez sur des actions de sécurité opérationnelle du
périmètre rattaché
 * Participation à l'architecture et urbanisation des bases de
données
  
 Issu idéalement d'une formation supérieure en informatique, vous
justifiez d'une  expérience réussie sur un poste similaire. 

Vous êtes passionné de la culture Devops avec de réelles
connaissances en base de données  

Alors n'hésitez plus ce poste est fait pour vous !

Rémunération 45/50K selon profil

Autres avantages : 

 * TR
 * RTT
 * CSE
 * Mutuelle familiale
 * Télétravail",,,Contrat à durée indéterminée,Expérience exigée de 2 An(s),,,Cadre,Conseil pour les affaires et autres conseils de gestion,Talents IT,,,postgresql,59,ROUBAIX,2023/08/18
Délégué / Déléguée à la protection des données - Data Protection Officer,"L'équipe Talents IT s'engage à être réactive et présente pour répondre à vos demandes. Nos consultants ont pour vocation de vous accompagner dans la recherche de vos futurs experts IT, en CDI et en CDD, quel que soit votre secteur d'activité. 

        Talents IT cabinet de recrutement national spécialisé dans les
métiers de l'IT et du Digital, recrute pour un de ses clients un(e)
Data Engineer H/F avec une première expérience sur un poste
similaire. 

Notre client, véritable ambassadeur en matière de protection sociale
, aux valeurs fortes est basé dans le 59

Rattaché directement au pôle Data vous prenez en charge les missions
suivantes :

 * Effectuer la veille technologique du domaine big data
 * Développer les solutions de collecte et de stockage de la donnée
 * Automatiser le traitement de la donnée pour répondre au besoin
métier
 * Contribuer au cycle de la donnée avec le suivi des directives de
la RGPD

 
  
 Issu idéalement d'une formation supérieure en informatique, vous
justifiez d'une  expérience réussie sur un poste similaire. 

Vous avez de bonnes connaissances en machine learning SQL, Databrick
et idéalement des connaissances approndies sur Docker et/ou
Kubernetes  

Alors n'hésitez plus ce poste est fait pour vous !

Rémunération 45/50K selon profil

Autres avantages : 

 * TR
 * RTT
 * CSE
 * Mutuelle familiale
 * Télétravail",,,Contrat à durée indéterminée,Expérience exigée de 2 An(s),,,Cadre,Conseil pour les affaires et autres conseils de gestion,Talents IT,,,"docker, kubernetes",59,ROUBAIX,2023/08/18
Data scientist,"L'équipe Talents IT s'engage à être réactive et présente pour répondre à vos demandes. Nos consultants ont pour vocation de vous accompagner dans la recherche de vos futurs experts IT, en CDI et en CDD, quel que soit votre secteur d'activité. 

        Talents IT cabinet de recrutement national spécialisé dans les
métiers de l'IT et du Digital, recrute pour un de ses clients un(e)
Data Scientist IT H/F avec une première expérience sur un poste
similaire. 

Notre client, véritable ambassadeur en matière de protection sociale
, aux valeurs fortes est basé dans le 59

 

Rattaché directement au pôle Data vous prenez en charge les missions
suivantes :

 * Recueillir, traiter et transformer les données en fonction des
objectifs fixés.
 * Analyser et modéliser les comportements clients.
 *  Élaborer des prévisionnels afin d'anticiper les évolutions
des données et les tendances.
 * Synthétiser et vulgariser la donnée de façon à les transmettre
aux équipes métier
  
 Issu idéalement d'une formation supérieure en informatique, vous
justifiez d'une  expérience réussie sur un poste similaire. 

Vous avez de solides connaissances en data Science, notamment en
algorithmes et machine learning, Vous avez une maitrise des languages
liés au Big Data 

Alors n'hésitez plus ce poste est fait pour vous !

Rémunération 45/50K selon profil

Autres avantages : 

 * TR
 * RTT
 * CSE
 * Mutuelle familiale
 * Télétravail",,,Contrat à durée indéterminée,Expérience exigée de 2 An(s),,,Cadre,Conseil pour les affaires et autres conseils de gestion,Talents IT,,,,59,ROUBAIX,2023/08/18
Data manager,"Premier acteur bancaire en France et leader de la banque de détail en Europe, le Crédit Agricole est un partenaire de premier rang de l'économie régionale.

La Caisse régionale du Crédit Agricole Atlantique Vendée est présente sur l'ensemble du territoire de la Loire-Atlantique et de la Vendée avec près de 200 points de vente.

Plus de 2 200 collaborateurs travaillent à la satisfaction d'une clientèle de particuliers, de professionnels, d'agriculteurs, d'entreprises et de collectivités publiques dans le respect des valeurs de proximité et de mutualisme que nous mettons quotidiennement en pratique.

Vous avez envie de vous épanouir dans le domaine de la Banque et de l'Assurance en intégrant une banque régionale dynamique et novatrice, alors rejoignez-nous ! 

        Les missions :

Au sein de la Direction Data et Pilotage de la Transformation, le responsable Data et Techno a pour mission d'offrir le meilleur des technologies et des usages des données au service de l'expérience client, collaborateur et de la performance de l'entreprise.

Les activités principales :

- Assurer la veille sur les meilleures pratiques techno du marché et de CATS, proposer des usages innovants aux métiers.
- Accompagner les métiers dans le développement et l'assemblage de solutions technologiques.
- Définir et porter une stratégie d'usages des données et des Technologies.
- Déployer la gouvernance de la donnée, animer les usages à la fois sur le pilotage, les analyses ponctuelles et les modèles prédictifs et faire rayonner la culture Data au sein de l'entreprise.
- Assurer la production du pilotage commercial de la CR pour faire du pilotage un levier de performance et de transformation de l'entreprise.
Management d'équipes pluridisciplinaires et à forte dominante technique

Les synergies :

En tant que CR Leader du Pôle Utilisateurs Data et Pilotage, expérimenter et accompagner les déploiements du Pôle Utilisateurs sur les aspects de Pilotage, Infocentre, Gouvernance de la donnée, Industrialisation cas d'usage IA.
Prendre des initiatives pour accompagner la transformation de l'entreprise et contribuer à la vie de l'équipe des managers de la direction Data et Pilotage de la Transformation. 
  
 Compétences techniques et commerciales :

- Gestion de projet
- Accompagnement du changement
- Communication
- Compréhension des enjeux SI, Data
- Connaissances du SI


Compétences comportementales :

- Sens de la relation, du service et de la satisfaction client
- Capacité d'écoute et pédagogie
- Capacité à travailler en équipe et en transversal
- Capacité d'analyse, d'organisation, d'autonomie, de rigueur et de ténacité
- Curiosité et goût avéré pour les innovations technologiques
- Capacité à porter la transformation dans un univers ouvert
- Capacité à manager des équipes pluridisciplinaires",,50000.0 - 60000.0,Contrat à durée indéterminée,Expérience exigée de 5 An(s),,,Agent de maîtrise,Autres intermédiations monétaires,CREDIT AGRICOLE ATLANTIQUE VENDEE,,,,44,NANTES,2023/08/19
Développeur / Développeuse Big Data,"En qualité de développeur et en relation directe avec les chefs de projets, vous interviendrez dans l'intégralité des projets qui vous seront confiés ( de l'avant-vente à la livraison en passant par l'analyse, la mise en oeuvre, la formation et la maintenance). En d'autres termes, vous contribuez entre autres à la conception et à la réalisation des développements et vous effectuez les tests unitaires tout en respectant les délais de production et la qualité des solutions livrées. 
  
 Diplômé en informatique, vous disposez d'une expérience confirmée à un poste similaire. Vous êtes à l'aise avec les problématiques liées à la DATA et vous assurez une veille constante en ce sens. Vous savez analyser les problèmes rencontrés et vous êtes capable d'y apporter des solutions correctives. Concernant votre relation avec le client, vous êtes pédagogue et savez conceptualiser les besoins transmis. Humainement, vous êtes reconnu pour votre rigueur, votre sens du relationnel, votre gestion du stress et votre dynamisme. 

Informations complémentaires : Salaire selon profil et expériences (40/50kEUR) CDI à pouvoir rapidement dans le centre de Nancy, télétravail hybride, CSE, RTT, primes, Tickets restaurant. 

Si cette opportunité correspond à vos aspirations professionnelles alors faites-moi parvenir votre candidature. J'étudierai cette dernière et reviendrai vers vous dans les meilleurs délais pour un suivi personnalisé de votre profil !",,,Contrat à durée indéterminée,Expérience exigée de 2 An(s),,,Agent de maîtrise,Activités des agences de placement de main-d'œuvre,HARRY HOPE,,,,54,NANCY,2023/08/18
Data manager,"Premier acteur bancaire en France et leader de la banque de détail en Europe, le Crédit Agricole est un partenaire de premier rang de l'économie régionale.

La Caisse régionale du Crédit Agricole Atlantique Vendée est présente sur l'ensemble du territoire de la Loire-Atlantique et de la Vendée avec près de 200 points de vente.

Plus de 2 200 collaborateurs travaillent à la satisfaction d'une clientèle de particuliers, de professionnels, d'agriculteurs, d'entreprises et de collectivités publiques dans le respect des valeurs de proximité et de mutualisme que nous mettons quotidiennement en pratique.

Nous avons obtenu le label Happy Trainees pour l'année 2022, pour la 5ème année consécutive ! Cette distinction décernée par le site Meilleures-entreprises.com est entièrement basée sur l'avis de nos étudiants, stagiaires et alternants, et récompense notre capacité à les intégrer et à les faire monter en compétence.

Vous avez envie de vous épanouir dans le domaine de la Banque et de l'Assurance en intégrant une banque régionale dynamique et novatrice, alors rejoignez-nous ! 

        Votre mission : 

 Au sein d'une équipe de 9 personnes, votre objectif sera de coordonner les besoins des différents métiers bancaires avec les solutions DATA permettant d'y répondre en s'assurant de la valeur apportée. Vous captez, définissez et facilitez l'instruction des besoins complexes ou à fort enjeu en matière d'usages Data, tout en accompagnant les Pôles Utilisateurs métiers dans leur montée en compétences DATA. Vous participez au déploiement des projets, assurez la veille, les synergies avec l'écosystème data, la conduite du changement & la communication.

Vos activités principales :

Collecter, définir, instruire et accompagner la mise en ouvre des besoins sur les usages de la data

- Réaliser les études d'opportunité et expressions de besoin permettant de développer les usages data des pôles utilisateurs en collaboration avec les parties prenantes.
- Consolider l'apport de valeur pour les métiers des besoins Data en adéquation avec les stratégies du groupe.
- Contribuer à l'amélioration continue de l'offre Data en consolidant les retours sur la qualité des solutions livrées.
- Suivre et accompagner la validation métier et les déploiements en lien avec Crédit agricole technologies services qui fabrique la solution (Pôle Produit Data).

Acculturer, animer et accompagner la communauté d'utilisateurs au sein des PU pour :

- S'assurer de leur convergence afin de sécuriser le déploiement et l'utilisation de son offre Data.
- Accompagner la montée en compétences sur les usages Data pour installer et amplifier l'autonomie Data des parties prenantes.
  
 Votre profil :

Compétences techniques et commerciales :
- Gestion de projet, capacité d'analyse
- Accompagnement du changement
- Compréhension des enjeux liés au système d'information, à la Data et aux solutions IT
- Connaissance des métiers bancaires et régalien

 
Compétences comportementales :
- Ecoute, pédagogie
- Adaptabilité, innovation
- Capacité à porter la transformation dans un univers ouvert
- Esprit de synthèse, organisation
- Sens analytique
- Rigueur et ténacité
- Animation d'ateliers , prise de parole",,,Contrat à durée déterminée - 12 Mois,Expérience exigée de 2 An(s),,,Employé qualifié,Autres intermédiations monétaires,CREDIT AGRICOLE ATLANTIQUE VENDEE,,,,44,NANTES,2023/08/18
IT MASTER DATA MANAGEMENT SENIOR BUSINESS ANALYST,"RESPONSABILITÉS : 

Vous aurez la charge d'identifier les leviers d'optimisation et d'automatisation liés au référentiel de données d'entreprise (MDM). Cela concernera notamment la gestion de la base de données clients, fournisseurs, produits, ainsi que la propagation et la récupération de ces données dans les outils et les systèmes connexes. 
A cette occasion, vous assurerez les missions suivantes :
 - Garantir la solution technique MDM pour Alliance Automotive France (AAF) utilisant Microsoft Data Service (MDS)
 - Mettre en place de l'intégration du MDS avec l'ensemble du la parc applicatif AAF s'appuyant sur le middleware Lobster
 - Assurer la conduite du changement autour du MDM (analyse des écarts, formations utilisateurs, accompagnement au démarrage, rédaction de la documentation utilisateurs...)
 - Assurer la rédaction des spécifications fonctionnelles et techniques
 - Réaliser les projets MDM en respectant la méthodologie AAF et des procédures rigoureuses : spécification, planification, réalisation, bilan
 - Agir comme niveau 3 pour le Run (l'exploitation)
 - Assurer avec nos partenaires de la bonne supervision des interfaces d'intégrations, de publication des données et de la remédiation des bugs et des incidents.
 - Garantir le respect des SLA (service level agreement) et la qualité du service rendu aux clients internes métiers AAF par les partenaires de tierce maintenance applicative
 - Interagir et faire le lien entre des interlocuteurs nombreux et variés (infrastructure, développement, management, commerciaux, marketing, etc.)
 - Participer à l'élaboration de la documentation technique et des procédures d'exploitation
 - S'assurer de la conformité RGPD et Cyber de la solution MDM

PROFIL RECHERCHÉ : 

Diplômé(e) d'une formation de niveau BAC+5 d'une école d'ingénieur ou équivalent, vous avez au minimum une première expérience entre trois et cinq années dans le domaine de mise en place et exploitation des solutions de la gestion de référentiels de données d'entreprise (MDM).
Vous avez une première expérience sur SQL de préférence MS SQL.
Doté(e) d'une excellente capacité d'analyse, vous êtes reconnu(e) pour votre autonomie et vous possédez un réel esprit d'équipe ainsi qu'un bon relationnel.
Vous avez de bonnes qualités rédactionnelles et êtes un(e) bon(ne) communicant(e).
Votre niveau d'anglais est professionnel.
Informations complémentaires :
 - Poste basé à Levallois-Perret (92)
 - Rémunération composée d'un fixe + un variable selon expérience
 - Statut Cadre
 - CSE, mutuelle
 - Jusqu'à 3 jours de télétravail / semaine à partir de 4 mois d'ancienneté
 - Un groupe en forte croissance offrant de belles perspectives d'évolution
 - Une culture d'entreprise dynamique, conviviale et exigeante",35 H  Travail en journée,,Contrat à durée déterminée - 6 Mois,Débutant accepté,,,Cadre,,Alliance Automotive,"Acteur majeur de la distribution indépendante de pièces détachées et de fournitures pour le marché de la réparation automobile et du poids lourd, Alliance Automotive Group, membre du groupe Genuine Parts Company (GPC) coté aux Etats-Unis, recherche pour renforcer sa DSI, dans le cadre d'un remplacement de congé maternité, un IT MDM SENIOR BUSINESS ANALYST H/F
Offre en CDD rattachée au Siège d'Alliance Automotive Group France basé à Levallois-Perret (92).","Acteur majeur de la distribution indépendante de pièces détachées et de fournitures pour le marché de la réparation automobile et du poids lourd, Alliance Automotive Group, membre du groupe Genuine Parts Company (GPC) coté aux Etats-Unis, recherche pour renforcer sa DSI, dans le cadre d'un remplacement de congé maternité, un IT MDM SENIOR BUSINESS ANALYST H/FOffre en CDD rattachée au Siège d'Alliance Automotive Group France basé à Levallois-Perret (92).",,92,LEVALLOIS PERRET,2023/08/18
Chargé d'affaires électrique et data center,"Adsearch, cabinet de recrutement et conseil multi-spécialisé, implanté dans 10 villes et regroupant 12 divisions avec 150 collaborateurs.
La division Industrie & Ingénierie du cabinet de recrutement Adsearch recrute, pour l'un de ses clients, un(e) Chargé(e) d'affaires électrique/ data center (H/F).
Dans le cadre de nos projets Data Center, industrie Pharmaceutique, vos missions principales seront les suivantes :
-Elaboration et/ou contrôle de notes techniques, CCTP, notes de calculs, notices de fonctionnement, schémas de principe...
-Pilotage, suivant les projets, dune équipe composée dingénieurs et de projeteurs ou éventuellement de prestations sous-traitées.
Contexte et profil :
PME industrielle implantée à Clermont-Ferrand recrute pour un poste en CDI, un profil de formation supérieure Bac+5 avec une spécialité en génie électricité, avec une connaissance en Data center, vous justifiez de 5 ans d'expérience, acquis idéalement au sein d'un bureau d'étude ou d'une entreprise.
Vous êtes à même d'effectuer le suivi financier de vos affaires, la gestion du planning, la supervision d'une équipe réduite et la gestion des interfaces projet.",,40000.0 - 50000.0,Contrat à durée indéterminée,Débutant accepté (4 ans),,,,,,"Adsearch vous propose des milliers d''opportunités de carrières dans toute la France pour les profils d''experts, cadres et managers. Que ce soit pour un emploi ou pour une mission, Adsearch c''est le cabinet de recrutement qu''il vous faut ! Retrouvez toutes nos offres d'emploi en CDI, CDD, Intérim et Freelance sur notre site internet !","Adsearch vous propose des milliers d''opportunités de carrières dans toute la France pour les profils d''experts, cadres et managers. Que ce soit pour un emploi ou pour une mission, Adsearch c''est le cabinet de recrutement qu''il vous faut ! Retrouvez toutes nos offres d'emploi en CDI, CDD, Intérim et Freelance sur notre site internet !",,63,CLERMONT FERRAND,2023/08/18
